make,model,manufactured,reg_date,type_of_vehicle,category,transmission,power,engine_cap,no_of_owners,depreciation,coe,dereg_value,mileage,omv,arf,price,registration_year
nissan,nv200,2016.0,2016-05-31,van,-,manual,,1461.0,1.0,12680.0,5982,1170.0,125502.0,20513.0,1026.0,24800.0,2016
toyota,harrier,2017.0,2017-11-09,suv,parf car,auto,170.0,1998.0,1.0,20640.0,50000,41700.0,120000.0,33308.0,38632.0,87800.0,2017
toyota,corolla,2021.0,2021-11-24,mid-sized sedan,parf car,auto,96.0,1598.0,1.0,13990.0,53709,53342.0,44000.0,19346.0,19346.0,110800.0,2021
mercedes-benz,amg,2022.0,2023-06-10,luxury sedan,"parf car, rare & exotic, premium ad car, electric cars",auto,245.0,,1.0,37810.0,113034,150427.0,20000.0,104985.0,170952.0,396800.0,2023
toyota,vios,2008.0,2008-08-26,mid-sized sedan,"coe car, premium ad car",auto,80.0,1497.0,3.0,10940.0,34197,14353.0,145000.0,11834.0,11834.0,45899.0,2008
ud,trucks,2019.0,2019-07-31,truck,-,auto,,10836.0,1.0,22590.0,24599,12610.0,62000.0,90052.0,4503.0,115800.0,2019
mitsubishi,outlander,2017.0,2018-02-06,suv,"parf car, premium ad car",auto,110.0,1998.0,2.0,16420.0,47002,31632.0,93082.0,21653.0,22315.0,70998.0,2018
honda,n-van,2022.0,2023-03-31,van,low mileage car,auto,,658.0,1.0,9070.0,55743,49023.0,50.0,16108.0,806.0,79800.0,2023
nissan,sylphy,2016.0,2016-04-22,mid-sized sedan,parf car,auto,85.0,1598.0,1.0,11570.0,46009,16958.0,86000.0,16807.0,16807.0,27800.0,2016
mercedes-benz,a180,2015.0,2015-08-13,hatchback,parf car,auto,90.0,1595.0,2.0,17840.0,66590,19627.0,101000.0,24753.0,21655.0,31500.0,2015
mazda,3,2015.0,2015-06-25,mid-sized sedan,"parf car, premium ad car",auto,88.0,1496.0,5.0,16590.0,61000,9000.0,110000.0,14138.0,5000.0,19500.0,2015
bmw,640i,2013.0,2013-04-19,luxury sedan,"coe car, low mileage car",auto,235.0,2979.0,2.0,17780.0,109948,87958.0,91000.0,81766.0,81766.0,155800.0,2013
audi,a4,2016.0,2017-02-21,luxury sedan,"parf car, premium ad car",auto,110.0,1395.0,1.0,17950.0,53001,30493.0,82000.0,32212.0,27097.0,61800.0,2017
bmw,335i,2011.0,2011-04-27,sports car,"coe car, premium ad car, low mileage car",auto,225.0,2979.0,5.0,14300.0,47316,32097.0,66000.0,63312.0,63312.0,97000.0,2011
toyota,hiace,2024.0,2024-08-28,bus/mini bus,"almost new car, premium ad car, low mileage car",auto,,2754.0,1.0,15100.0,70001,56001.0,8.0,48706.0,2436.0,150888.0,2024
audi,a3,2019.0,2019-05-22,luxury sedan,"parf car, premium ad car",auto,85.0,999.0,1.0,14310.0,36704,34618.0,87000.0,23358.0,24702.0,79888.0,2019
maserati,granturismo,2012.0,2013-02-08,sports car,"coe car, premium ad car, low mileage car",auto,298.0,4244.0,4.0,20530.0,108373,93795.0,89064.0,98576.0,98576.0,177700.0,2013
citroen,c4,2016.0,2017-04-05,mpv,"parf car, premium ad car",auto,88.0,1560.0,2.0,15260.0,50789,21437.0,160000.0,25002.0,12003.0,48800.0,2017
honda,fit,2018.0,2018-08-16,hatchback,"parf car, hybrid cars, sgcarmart warranty cars",auto,101.0,1496.0,1.0,14150.0,33900,19381.0,69000.0,17493.0,7493.0,62800.0,2018
nissan,nv200,2011.0,2012-04-30,van,"coe car, direct owner sale",manual,,1461.0,4.0,9030.0,22059,11628.0,128266.5,22752.0,1138.0,23800.0,2012
bmw,x1,2017.0,2017-05-26,suv,parf car,auto,100.0,1499.0,2.0,16940.0,53001,33728.0,108000.0,30855.0,30197.0,65000.0,2017
,qashqai,2017.0,2017-05-16,suv,"parf car, premium ad car",auto,85.0,1197.0,3.0,13620.0,51600,23192.0,103500.0,18583.0,13583.0,46500.0,2017
toyota,proace,2022.0,2023-02-21,van,"premium ad car, electric cars",auto,,,1.0,10680.0,56316,48941.0,16579.5,57688.0,2885.0,92800.0,2023
audi,a4,2017.0,2017-07-25,luxury sedan,"parf car, premium ad car",auto,110.0,1395.0,3.0,16710.0,50001,32633.0,130000.0,32098.0,26938.0,64000.0,2017
honda,shuttle,2018.0,2019-02-22,stationwagon,parf car,auto,97.0,1496.0,1.0,14270.0,25689,19769.0,72200.0,21295.0,11813.0,69800.0,2019
mazda,2,2016.0,2017-04-03,mpv,parf car,auto,111.0,1998.0,2.0,14060.0,54501,26316.0,77000.0,19432.0,19432.0,47888.0,2017
mercedes-benz,amg,2018.0,2022-03-04,sports car,"imported used vehicle, parf car, rare & exotic",auto,375.0,3982.0,1.0,,93102,,78000.0,56633.0,73940.0,389888.0,2022
,vezel,2017.0,2017-06-23,suv,"parf car, hybrid cars",auto,112.0,1496.0,3.0,16990.0,48001,17598.0,115000.0,28868.0,5000.0,53800.0,2017
audi,a4,2020.0,2020-09-16,luxury sedan,"parf car, premium ad car, hybrid cars",auto,110.0,1984.0,2.0,18870.0,40790,55708.0,65888.0,34790.0,40706.0,136800.0,2020
mitsubishi,attrage,2019.0,2020-02-28,mid-sized sedan,"parf car, sgcarmart warranty cars",auto,59.0,1193.0,1.0,11790.0,32999,22582.0,52000.0,13990.0,5000.0,69800.0,2020
skoda,karoq,2019.0,2019-08-02,suv,parf car,auto,110.0,1498.0,1.0,16390.0,39406,36468.0,54900.0,23152.0,24413.0,92800.0,2019
byd,atto,2024.0,2024-04-25,suv,"parf car, almost new car, low mileage car, electric cars",auto,100.0,,1.0,16510.0,85489,84318.0,68.0,34000.0,,162888.0,2024
mini,cooper,2019.0,2019-07-19,sports car,"parf car, consignment car",auto,170.0,1998.0,2.0,25150.0,34000,48491.0,79000.0,38066.0,45293.0,146800.0,2019
mercedes-benz,c180,2017.0,2017-07-26,luxury sedan,"parf car, premium ad car",auto,115.0,1595.0,2.0,20970.0,50110,41281.0,99371.0,37239.0,44135.0,84000.0,2017
,jazz,2021.0,2021-06-29,hatchback,parf car,auto,89.0,1498.0,1.0,13770.0,43501,43908.0,36800.0,17721.0,17721.0,105800.0,2021
byd,e6,2022.0,2022-11-29,hatchback,"parf car, premium ad car, low mileage car, electric cars",auto,70.0,,1.0,15990.0,90589,72471.0,379.0,26883.0,,132800.0,2022
toyota,hiace,2018.0,2020-05-19,van,premium ad car,auto,,2754.0,1.0,16770.0,22002,12858.0,78000.0,44384.0,2220.0,97988.0,2020
hyundai,elantra,2018.0,2018-03-21,mid-sized sedan,"parf car, premium ad car",auto,93.0,1591.0,2.0,13800.0,38830,22606.0,100000.0,13567.0,13567.0,55800.0,2018
audi,a6,2014.0,2015-02-27,luxury sedan,"parf car, direct owner sale",auto,132.0,1984.0,4.0,18520.0,66751,25160.0,130000.0,38513.0,40919.0,33500.0,2015
,vezel,2015.0,2016-04-20,suv,"parf car, premium ad car",auto,96.0,1496.0,1.0,14500.0,46009,13068.0,91295.0,19642.0,9642.0,29300.0,2016
,vezel,2022.0,2023-06-12,suv,"parf car, premium ad car",auto,87.0,1496.0,1.0,15040.0,98001,84182.0,19000.0,21934.0,7708.0,136800.0,2023
bmw,540i,2017.0,2017-12-15,luxury sedan,parf car,auto,250.0,2998.0,3.0,34120.0,57501,80013.0,110000.0,67516.0,93529.0,160800.0,2017
volkswagen,sharan,2018.0,2018-11-23,mpv,"parf car, premium ad car",auto,162.0,1984.0,2.0,18840.0,32302,43483.0,64789.0,35446.0,41625.0,104500.0,2018
jaguar,xf,2015.0,2015-07-31,luxury sedan,"parf car, premium ad car",auto,177.0,1999.0,2.0,24650.0,60101,40746.0,110000.0,50128.0,62231.0,58800.0,2015
,harrier,2018.0,2019-04-09,suv,parf car,auto,170.0,1998.0,1.0,20560.0,33689,40542.0,65000.0,30808.0,35132.0,114900.0,2019
renault,scenic,2019.0,2019-05-31,hatchback,parf car,auto,81.0,1461.0,1.0,12410.0,29159,25738.0,81900.0,24830.0,16762.0,67988.0,2019
mercedes-benz,glc300,2022.0,2023-03-20,suv,"parf car, low mileage car, hybrid cars",auto,200.0,1991.0,1.0,26340.0,115501,153775.0,10900.0,51611.0,70061.0,265888.0,2023
mini,cooper,2013.0,2014-08-07,sports car,parf car,auto,135.0,1598.0,2.0,,68689,17717.0,111000.0,33197.0,33476.0,25888.0,2014
toyota,hiace,2018.0,2019-02-25,van,premium ad car,manual,,2982.0,1.0,14250.0,24257,11198.0,78000.0,28136.0,1407.0,65800.0,2019
peugeot,5008,2016.0,2016-10-28,mpv,"parf car, direct owner sale",auto,88.0,1560.0,1.0,11550.0,50991,21253.0,277500.0,23789.0,15305.0,35000.0,2016
mg,hs,2021.0,2021-03-10,suv,"parf car, premium ad car",auto,119.0,1490.0,4.0,16790.0,45001,44946.0,69000.0,19521.0,19521.0,122800.0,2021
mitsubishi,canter,2013.0,2014-03-28,truck,coe car,auto,,2998.0,3.0,9630.0,35086,32068.0,250000.0,27110.0,1356.0,44000.0,2014
bmw,216i,2017.0,2017-08-07,mpv,parf car,auto,75.0,1499.0,2.0,16430.0,44002,33638.0,90000.0,27881.0,31034.0,65800.0,2017
honda,fit,2019.0,2019-11-12,hatchback,"parf car, premium ad car",auto,73.0,1317.0,1.0,12710.0,31759,21191.0,49731.0,16003.0,6003.0,69800.0,2019
mercedes-benz,c180,2011.0,2011-10-14,luxury sedan,coe car,auto,115.0,1597.0,6.0,13560.0,38137,24700.0,128266.5,31019.0,31019.0,87800.0,2011
bmw,216i,2019.0,2019-09-25,hatchback,parf car,auto,80.0,1499.0,1.0,15670.0,31759,42322.0,91000.0,30044.0,34062.0,99800.0,2019
mercedes-benz,amg,2020.0,2021-04-28,suv,"parf car, premium ad car",auto,120.0,1332.0,3.0,21110.0,61190,77190.0,48000.0,40111.0,48156.0,165800.0,2021
,civic,2017.0,2017-05-26,mid-sized sedan,"parf car, premium ad car",auto,92.0,1597.0,3.0,15200.0,51600,27162.0,108000.0,20480.0,20672.0,53800.0,2017
peugeot,208,2016.0,2017-07-18,hatchback,parf car,auto,81.0,1199.0,1.0,12120.0,42801,15477.0,97000.0,17087.0,5000.0,37822.0,2017
mazda,3,2009.0,2010-02-08,mid-sized sedan,coe car,auto,77.0,1598.0,3.0,,15988,1060.0,149838.0,20586.0,20586.0,3900.0,2010
nissan,cefiro,2007.0,2007-11-19,luxury sedan,"coe car, low mileage car",auto,127.0,2349.0,3.0,10450.0,50168,17195.0,148232.0,24833.0,27317.0,35800.0,2007
,corolla,2016.0,2016-11-01,mid-sized sedan,"parf car, premium ad car",auto,90.0,1598.0,1.0,13410.0,50991,23324.0,143000.0,19990.0,19990.0,39800.0,2016
byd,atto,2022.0,2023-09-28,suv,"parf car, almost new car, premium ad car, low mileage car, electric cars",auto,100.0,,1.0,17530.0,105000,97549.0,90092.0,34000.0,,162888.0,2023
mercedes-benz,amg,2016.0,2016-06-30,suv,"parf car, low mileage car",auto,155.0,1991.0,3.0,25790.0,46502,43349.0,80000.0,46036.0,56451.0,80800.0,2016
jaguar,xf,2023.0,2023-11-09,luxury sedan,"parf car, almost new car",auto,184.0,1997.0,1.0,26970.0,137000,146371.0,8750.0,42216.0,52211.0,279800.0,2023
volkswagen,tiguan,2022.0,2022-06-29,suv,"parf car, premium ad car",auto,140.0,1984.0,1.0,20090.0,91112,98078.0,32000.0,30359.0,34503.0,178800.0,2022
,altis,2017.0,2017-12-28,mid-sized sedan,"parf car, premium ad car",auto,96.0,1598.0,3.0,13670.0,42902,24906.0,68000.0,19990.0,14990.0,55800.0,2017
kia,cerato,2009.0,2010-03-08,mid-sized sedan,"coe car, low mileage car",auto,92.0,1591.0,5.0,25890.0,16604,2411.0,120000.0,14464.0,14464.0,18800.0,2010
mercedes-benz,coupe,2020.0,2021-05-31,suv,"parf car, rare & exotic, premium ad car, hybrid cars",auto,286.0,2999.0,1.0,37900.0,58089,140971.0,42000.0,90035.0,134063.0,330800.0,2021
toyota,vios,2009.0,2009-11-25,mid-sized sedan,"coe car, premium ad car, low mileage car",auto,80.0,1497.0,2.0,9880.0,29485,15154.0,117000.0,12288.0,12288.0,50800.0,2009
mazda,3,2017.0,2017-02-20,mid-sized sedan,parf car,auto,88.0,1496.0,2.0,12680.0,49751,18456.0,115573.0,14951.0,9951.0,36800.0,2017
bentley,bentayga,2018.0,2019-06-10,suv,"parf car, rare & exotic, premium ad car, low mileage car",auto,404.0,3996.0,4.0,82660.0,48010,263928.0,24000.0,206012.0,342822.0,583800.0,2019
mercedes-benz,e200,2010.0,2010-10-22,luxury sedan,"coe car, premium ad car",auto,135.0,1796.0,3.0,15600.0,34935,21248.0,139831.5,42870.0,42870.0,94888.0,2010
lexus,rx,2019.0,2019-09-20,suv,"parf car, premium ad car",auto,175.0,1998.0,1.0,26900.0,37000,67677.0,113000.0,51254.0,64258.0,173800.0,2019
bentley,flying,2013.0,2013-10-04,luxury sedan,"coe car, premium ad car, low mileage car",auto,460.0,5998.0,3.0,39730.0,95025,76489.0,73569.0,204184.0,339532.0,319777.0,2013
ssangyong,tivoli,2016.0,2016-04-27,suv,"parf car, consignment car",auto,94.0,1597.0,3.0,18230.0,46009,18291.0,83000.0,17671.0,17671.0,42800.0,2016
toyota,corolla,2008.0,2008-10-31,mid-sized sedan,"coe car, low mileage car",auto,80.0,1598.0,2.0,9970.0,30284,12611.0,99682.0,16777.0,10766.0,41500.0,2008
byd,atto,2024.0,2024-04-26,suv,"parf car, almost new car, electric cars",auto,100.0,,1.0,16780.0,89000,71200.0,8000.0,34000.0,,162888.0,2024
ford,ranger,2020.0,2021-05-24,truck,-,auto,,1996.0,1.0,23310.0,41701,28939.0,66900.0,19635.0,19635.0,161800.0,2021
volkswagen,golf,2019.0,2019-06-12,hatchback,parf car,auto,92.0,1395.0,1.0,14410.0,30009,28771.0,70000.0,19702.0,19702.0,81800.0,2019
skoda,superb,2020.0,2021-03-24,luxury sedan,"parf car, premium ad car",auto,140.0,1984.0,2.0,16790.0,47001,54609.0,51000.0,27774.0,30884.0,127800.0,2021
mazda,2,2017.0,2018-02-13,luxury sedan,"parf car, premium ad car, low mileage car",auto,121.0,1998.0,1.0,15860.0,47002,31537.0,56809.0,22554.0,23576.0,66500.0,2018
nissan,nv200,2021.0,2021-10-08,van,-,auto,,1597.0,2.0,9240.0,33762,24420.0,45786.0,20880.0,1044.0,66800.0,2021
subaru,forester,2019.0,2020-03-10,suv,"parf car, direct owner sale",auto,115.0,1995.0,1.0,18950.0,32889,32403.0,94729.0,18058.0,18058.0,117688.0,2020
volvo,xc40,2021.0,2021-06-30,suv,"parf car, premium ad car, low mileage car",auto,140.0,1969.0,1.0,21410.0,62000,64988.0,19000.0,28666.0,32133.0,166800.0,2021
mercedes-benz,a180,2014.0,2014-10-01,hatchback,"coe car, premium ad car",auto,90.0,1595.0,4.0,15950.0,39241,38273.0,167000.0,24751.0,16652.0,77800.0,2014
honda,shuttle,2019.0,2019-09-30,stationwagon,parf car,auto,95.0,1496.0,1.0,14070.0,31783,24128.0,66551.0,20286.0,10401.0,77500.0,2019
bmw,x3,2018.0,2018-08-29,suv,"parf car, premium ad car",auto,135.0,1998.0,2.0,27290.0,32429,48691.0,76000.0,41473.0,50063.0,139888.0,2018
mercedes-benz,c200,2016.0,2017-04-11,luxury sedan,"parf car, premium ad car",auto,135.0,1991.0,3.0,23040.0,53001,34923.0,78000.0,33072.0,33301.0,81600.0,2017
honda,vezel,2016.0,2017-04-26,suv,"parf car, premium ad car, hybrid cars",auto,112.0,1496.0,3.0,15820.0,54405,18561.0,135642.0,26312.0,5000.0,47800.0,2017
kia,cerato,2015.0,2015-12-15,mid-sized sedan,"parf car, premium ad car, low mileage car",auto,95.0,1591.0,3.0,15640.0,44732,14795.0,82093.0,14712.0,14712.0,30800.0,2015
toyota,wish,2016.0,2016-09-19,mpv,"parf car, premium ad car",auto,105.0,1798.0,1.0,15120.0,57002,23967.0,136822.0,19955.0,19955.0,41800.0,2016
rolls-royce,wraith,2016.0,2017-11-13,sports car,"parf car, rare & exotic, low mileage car",auto,465.0,6592.0,4.0,237150.0,49012,395120.0,30000.0,338976.0,582157.0,1099999.0,2017
volkswagen,passat,2015.0,2016-03-10,luxury sedan,"parf car, premium ad car",auto,132.0,1798.0,5.0,21150.0,46970,23939.0,140000.0,29813.0,28739.0,51000.0,2016
audi,a7,2012.0,2016-05-26,luxury sedan,"parf car, premium ad car, low mileage car",auto,150.0,2773.0,6.0,21610.0,49156,63996.0,81000.0,71328.0,100391.0,88800.0,2016
porsche,718,2016.0,2017-04-28,sports car,"parf car, sta evaluated car",auto,257.0,2497.0,5.0,48230.0,54616,119541.0,88339.0,111749.0,173149.0,224800.0,2017
honda,jazz,2019.0,2019-03-25,hatchback,parf car,auto,73.0,1318.0,1.0,13620.0,25920,15840.0,92800.0,15738.0,5738.0,65000.0,2019
porsche,911,2022.0,2022-09-26,sports car,"parf car, rare & exotic, low mileage car",auto,331.0,2981.0,1.0,66520.0,114001,285890.0,6000.0,151697.0,273734.0,688000.0,2022
honda,accord,2008.0,2008-05-15,luxury sedan,"coe car, premium ad car, low mileage car",auto,115.0,1997.0,3.0,11390.0,38712,14551.0,120000.0,29692.0,29692.0,42800.0,2008
bmw,320,2010.0,2010-09-16,luxury sedan,"coe car, low mileage car",auto,115.0,1995.0,3.0,12270.0,32914,20461.0,110238.0,35822.0,35822.0,76300.0,2010
suzuki,swift,2009.0,2010-04-19,hatchback,coe car,auto,74.0,1490.0,4.0,12360.0,16438,2765.0,155000.0,13171.0,13171.0,10398.0,2010
hyundai,kona,2021.0,2021-03-24,suv,"parf car, hybrid cars",auto,96.0,1580.0,2.0,14890.0,42000,41854.0,65000.0,29199.0,17879.0,109800.0,2021
mercedes-benz,citan,2017.0,2017-11-07,van,premium ad car,manual,,1461.0,5.0,10840.0,42004,14258.0,91000.0,25085.0,1255.0,36800.0,2017
mercedes-benz,amg,2020.0,2021-01-12,suv,"parf car, hybrid cars",auto,200.0,1991.0,2.0,27090.0,40301,91898.0,80856.0,64256.0,87661.0,219800.0,2021
citroen,c4,2016.0,2016-06-30,mpv,"parf car, premium ad car",auto,88.0,1560.0,1.0,15530.0,53694,19468.0,98000.0,26575.0,14205.0,38800.0,2016
bmw,216d,2015.0,2015-12-16,mpv,parf car,auto,85.0,1496.0,1.0,17310.0,56989,22613.0,139000.0,31092.0,25529.0,38800.0,2015
mercedes-benz,s350l,2008.0,2009-05-26,luxury sedan,"coe car, premium ad car, low mileage car",auto,200.0,3498.0,1.0,14930.0,35411,17269.0,63000.0,94229.0,94229.0,72800.0,2009
toyota,corolla,2016.0,2017-05-26,mid-sized sedan,"parf car, premium ad car",auto,90.0,1598.0,3.0,14640.0,51600,26371.0,94000.0,19990.0,19990.0,50800.0,2017
citroen,c3,2018.0,2018-06-25,suv,"parf car, low mileage car",auto,81.0,1199.0,1.0,12730.0,36810,26721.0,60000.0,16994.0,16994.0,59800.0,2018
toyota,prius,2018.0,2019-02-01,mpv,"parf car, hybrid cars",auto,100.0,1798.0,1.0,16710.0,31809,31046.0,140409.0,30006.0,24009.0,86800.0,2019
mitsubishi,outlander,2017.0,2017-12-01,suv,"opc car, parf car",auto,123.0,2360.0,1.0,14970.0,40414,28113.0,91000.0,21934.0,22708.0,60800.0,2017
toyota,alphard,2010.0,2010-04-21,mpv,"coe car, premium ad car",auto,125.0,2362.0,5.0,16180.0,33568,19635.0,139831.5,35415.0,35415.0,94650.0,2010
land rover,range,2016.0,2016-08-22,suv,"parf car, low mileage car",auto,177.0,1999.0,2.0,18380.0,56500,58740.0,45000.0,58521.0,77338.0,78800.0,2016
volkswagen,touran,2012.0,2012-03-22,mpv,"coe car, direct owner sale",auto,125.0,1390.0,3.0,13720.0,28335,14874.0,126100.0,29155.0,29155.0,36000.0,2012
renault,scenic,2019.0,2021-01-30,hatchback,"parf car, premium ad car",auto,81.0,1461.0,2.0,12000.0,38504,31926.0,184123.0,23315.0,9641.0,81800.0,2021
nissan,cabstar,2014.0,2015-05-21,truck,-,manual,,2953.0,2.0,15930.0,39668,2837.0,145000.0,25386.0,1270.0,11388.0,2015
toyota,hiace,2024.0,2024-08-01,bus/mini bus,"almost new car, premium ad car",auto,,2754.0,1.0,15330.0,70589,56471.0,8.0,46678.0,2334.0,152888.0,2024
honda,fit,2019.0,2019-11-26,hatchback,"parf car, premium ad car, low mileage car",auto,73.0,1317.0,1.0,12980.0,32000,21946.0,30000.0,16011.0,6011.0,73800.0,2019
lamborghini,huracan,2016.0,2018-04-06,sports car,"parf car, rare & exotic, low mileage car",auto,426.0,5204.0,1.0,141440.0,38801,234975.0,5000.0,203760.0,338768.0,708000.0,2018
honda,e,2015.0,2015-11-03,mpv,parf car,auto,129.0,2356.0,1.0,23700.0,59889,24694.0,101000.0,28685.0,32159.0,43800.0,2015
mercedes-benz,a200,2016.0,2017-03-10,hatchback,"parf car, premium ad car, low mileage car",auto,115.0,1595.0,1.0,18020.0,52807,27351.0,49760.0,24675.0,21545.0,60000.0,2017
subaru,impreza,2008.0,2010-11-29,sports car,"coe car, premium ad car",auto,221.0,2457.0,5.0,18090.0,40014,25839.0,145000.0,31725.0,31725.0,116800.0,2010
honda,stream,2007.0,2007-09-25,mpv,"coe car, premium ad car, low mileage car",auto,103.0,1799.0,3.0,11520.0,50355,16086.0,150000.0,18418.0,20260.0,36800.0,2007
fiat,doblo,2017.0,2018-10-01,van,premium ad car,manual,,1248.0,2.0,8100.0,27001,11599.0,85000.0,18516.0,926.0,34800.0,2018
bmw,318i,2000.0,2000-08-29,luxury sedan,"coe car, low mileage car",auto,,1895.0,6.0,10940.0,33018,15840.0,97588.0,30097.0,42136.0,52500.0,2000
renault,grand,2018.0,2018-06-18,mpv,"parf car, consignment car",auto,81.0,1461.0,3.0,13290.0,36426,25482.0,144000.0,25440.0,17616.0,59998.0,2018
honda,vezel,2016.0,2016-05-31,suv,"parf car, premium ad car, low mileage car",auto,96.0,1496.0,2.0,15560.0,47020,13827.0,65000.0,19752.0,9752.0,32888.0,2016
suzuki,swift,2021.0,2021-05-03,hatchback,"parf car, premium ad car, hybrid cars, sgcarmart warranty cars",manual,95.0,1373.0,3.0,16610.0,48174,36904.0,86000.0,19262.0,5000.0,116800.0,2021
mercedes-benz,gla180,2018.0,2018-12-19,suv,parf car,auto,90.0,1595.0,1.0,19040.0,25556,33774.0,72533.0,28410.0,31774.0,101800.0,2018
mitsubishi,attrage,2018.0,2018-04-24,mid-sized sedan,"parf car, premium ad car",auto,59.0,1193.0,3.0,11060.0,37000,16732.0,81500.0,14015.0,5000.0,42800.0,2018
volkswagen,sharan,2018.0,2018-11-30,mpv,"parf car, premium ad car, low mileage car",auto,162.0,1984.0,2.0,18830.0,31101,43008.0,43000.0,35445.0,41623.0,104800.0,2018
bmw,x1,2018.0,2018-10-18,suv,"parf car, premium ad car, low mileage car",auto,103.0,1499.0,1.0,18330.0,31307,41947.0,21000.0,34636.0,40491.0,99888.0,2018
bmw,523i,2010.0,2010-12-20,luxury sedan,"coe car, direct owner sale",auto,150.0,2497.0,6.0,13660.0,38216,23788.0,168304.0,51268.0,51268.0,85000.0,2010
toyota,noah,2021.0,2022-03-04,mpv,"parf car, premium ad car, hybrid cars",auto,100.0,1797.0,1.0,20970.0,93590,87449.0,31481.0,31630.0,21282.0,170800.0,2022
mercedes-benz,a200,2020.0,2021-12-27,luxury sedan,"parf car, sgcarmart warranty cars",auto,120.0,1332.0,1.0,20310.0,85000,83332.0,35000.0,28297.0,31616.0,168800.0,2021
nissan,qashqai,2016.0,2017-03-31,suv,"parf car, premium ad car",auto,85.0,1197.0,3.0,12540.0,50789,21983.0,93000.0,18725.0,13725.0,40800.0,2017
porsche,911,2017.0,2018-01-18,sports car,"parf car, direct owner sale, rare & exotic, low mileage car",manual,368.0,3996.0,3.0,117290.0,45289,203122.0,44000.0,175261.0,287470.0,565000.0,2018
toyota,camry,2006.0,2006-03-08,luxury sedan,"coe car, low mileage car",auto,106.0,1998.0,1.0,12650.0,50932,8372.0,138000.0,28545.0,31400.0,20800.0,2006
toyota,camry,2018.0,2018-05-10,luxury sedan,"parf car, low mileage car",auto,123.0,1998.0,2.0,18300.0,39903,36787.0,41000.0,29032.0,32645.0,87700.0,2018
audi,q2,2018.0,2018-11-29,suv,"parf car, premium ad car, low mileage car",auto,110.0,1395.0,2.0,20560.0,31101,36413.0,46000.0,28715.0,32201.0,107800.0,2018
mercedes-benz,gla200,2014.0,2015-04-21,suv,"parf car, premium ad car",auto,115.0,1595.0,3.0,22420.0,76612,17504.0,120000.0,28597.0,22036.0,30000.0,2015
volkswagen,scirocco,2010.0,2010-08-05,sports car,coe car,auto,118.0,1390.0,5.0,10340.0,32190,19764.0,270000.0,23903.0,23903.0,63500.0,2010
mitsubishi,lancer,2009.0,2009-05-21,mid-sized sedan,"coe car, low mileage car",auto,80.0,1499.0,4.0,11850.0,26175,12765.0,142000.0,17926.0,13878.0,57800.0,2009
mitsubishi,asx,2017.0,2017-03-23,suv,"parf car, premium ad car",auto,110.0,1998.0,1.0,12750.0,50621,23526.0,91000.0,17181.0,17181.0,41888.0,2017
porsche,boxster,2010.0,2011-02-25,sports car,"coe car, low mileage car",auto,228.0,3436.0,6.0,21690.0,42683,28311.0,76000.0,79604.0,79604.0,143899.0,2011
porsche,macan,2015.0,2015-08-18,suv,parf car,auto,174.0,1984.0,1.0,38290.0,60789,56520.0,97000.0,65446.0,89803.0,89800.0,2015
audi,a4,2019.0,2020-07-24,luxury sedan,"parf car, premium ad car",auto,140.0,1984.0,2.0,18560.0,35001,50792.0,56239.0,33721.0,39210.0,133000.0,2020
honda,vezel,2022.0,2023-03-01,suv,parf car,auto,87.0,1496.0,1.0,14640.0,86556,72995.0,40000.0,18637.0,5000.0,127800.0,2023
nissan,qashqai,2016.0,2017-01-31,suv,"parf car, premium ad car",auto,85.0,1197.0,2.0,12110.0,50889,20811.0,142000.0,18725.0,13725.0,36800.0,2017
bmw,x6,2011.0,2011-11-28,suv,"coe car, consignment car, low mileage car",auto,225.0,2979.0,4.0,17510.0,58124,41165.0,101117.0,71195.0,71195.0,123998.0,2011
,amg,2016.0,2017-05-31,suv,"parf car, premium ad car",auto,155.0,1991.0,3.0,28190.0,55000,48013.0,116000.0,43502.0,52903.0,109800.0,2017
mercedes-benz,c180,2015.0,2015-07-21,luxury sedan,"parf car, premium ad car",auto,115.0,1595.0,2.0,21500.0,71509,27275.0,110000.0,35294.0,36412.0,40000.0,2015
toyota,hiace,2024.0,2024-08-13,bus/mini bus,"almost new car, premium ad car",auto,,2754.0,1.0,14690.0,69900,55920.0,68.0,42056.0,2103.0,146800.0,2024
toyota,yaris,2023.0,2023-09-29,suv,"parf car, almost new car, premium ad car, hybrid cars",auto,85.0,1490.0,1.0,16230.0,105000,87750.0,16000.0,18828.0,5000.0,150800.0,2023
mitsubishi,rosa,2014.0,2014-09-30,bus/mini bus,"direct owner sale, low mileage car",auto,,2998.0,1.0,,49889,1449.0,38500.0,61037.0,3052.0,30500.0,2014
mercedes-benz,s300l,2011.0,2012-02-03,luxury sedan,"coe car, low mileage car",auto,170.0,2997.0,5.0,13510.0,66387,49545.0,81000.0,86926.0,86926.0,100788.0,2012
jaguar,xf,2015.0,2015-07-29,luxury sedan,"parf car, premium ad car",auto,177.0,1999.0,4.0,13950.0,58109,39937.0,106000.0,49145.0,60803.0,46000.0,2015
,altis,2016.0,2017-02-15,mid-sized sedan,parf car,auto,90.0,1598.0,1.0,16230.0,50889,25574.0,88600.0,19990.0,19990.0,53300.0,2017
honda,shuttle,2018.0,2021-01-08,stationwagon,"parf car, hybrid cars",auto,101.0,1496.0,1.0,15790.0,41503,32000.0,38000.0,21564.0,7190.0,104800.0,2021
